fic,costat,datafmt,indfmt,consol,gvkey,datadate,conm,city,naics,sic,at,capx,dpact,ppegt,ppent,sale
KOR,A,HIST_STD,INDL,C,242891,2021-12-31,S NETSYSTEMS INC,Seoul,541512,7373,225125.5850,831.7590,5464.1140,7638.7810,2174.6670,321223.5590
KOR,A,HIST_STD,INDL,C,242891,2022-12-31,S NETSYSTEMS INC,Seoul,541512,7373,270976.4250,184.8780,5843.4510,7584.2240,1740.7730,389493.9240
KOR,A,HIST_STD,INDL,C,242891,2023-12-31,S NETSYSTEMS INC,Seoul,541512,7373,292747.5630,712.4790,6138.9880,8133.4970,1994.5090,477140.5340
KOR,A,HIST_STD,INDL,C,242892,2012-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,322844.4350,22722.1170,13909.2990,53317.5720,39408.2730,241325.9680
KOR,A,HIST_STD,INDL,C,242892,2013-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,392328.2020,19202.6690,16359.8640,70392.9460,54033.0820,268700.1790
KOR,A,HIST_STD,INDL,C,242892,2014-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,382685.4130,26169.2170,19301.3720,100265.4110,80964.0390,286980.0600
KOR,A,HIST_STD,INDL,C,242892,2015-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,459709.2200,43341.7730,24127.1540,131596.3700,107469.2160,325439.2470
KOR,A,HIST_STD,INDL,C,242892,2016-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,525082.6970,14188.4550,32585.9040,136318.5540,103732.6500,349870.2290
KOR,A,HIST_STD,INDL,C,242892,2017-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,797509.0240,10539.2780,42426.5640,135606.1910,93179.6270,365386.5040
KOR,A,HIST_STD,INDL,C,242892,2018-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,1002473.5500,10360.1360,58891.0040,152239.7250,93348.7210,612227.4790
KOR,A,HIST_STD,INDL,C,242892,2019-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,1115620.5870,13450.0060,71149.7710,176849.1940,105699.4230,657825.6120
KOR,A,HIST_STD,INDL,C,242892,2020-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,1068872.5350,8114.9770,62389.8020,153872.6530,91482.8510,579875.7910
KOR,A,HIST_STD,INDL,C,242892,2021-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,1314942.0740,22157.3490,25797.1950,92436.2980,66639.1030,701563.1720
KOR,A,HIST_STD,INDL,C,242892,2022-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,1463023.4920,24053.8020,28332.0070,110790.2580,82458.2510,850769.3090
KOR,A,HIST_STD,INDL,C,242892,2023-12-31,SM ENTERAINMENT CO LTD,Seoul,512250,3652,1540973.9370,19148.8420,38041.5450,108773.3520,70731.8070,961069.7170
KOR,A,HIST_STD,FS,C,242893,2012-12-31,DAOU DATA CORP,Seoul,523150,6211,5050868.9660,,71009.3440,252072.2210,181062.8770,
KOR,A,HIST_STD,FS,C,242893,2013-12-31,DAOU DATA CORP,Seoul,523150,6211,5077464.0790,,115189.6740,349428.1730,234238.4990,
KOR,A,HIST_STD,FS,C,242893,2014-12-31,DAOU DATA CORP,Seoul,523150,6211,5593145.7930,,129180.7940,417935.8600,288755.0660,
KOR,A,HIST_STD,FS,C,242893,2015-12-31,DAOU DATA CORP,Seoul,523150,6211,7133439.3110,,113881.0390,404540.6620,290659.6230,
KOR,A,HIST_STD,FS,C,242893,2016-12-31,DAOU DATA CORP,Seoul,523150,6211,10174843.7430,,119819.4090,389992.3030,270172.8940,
KOR,A,HIST_STD,FS,C,242893,2017-12-31,DAOU DATA CORP,Seoul,523150,6211,13561817.0980,,128730.9110,380876.5720,252145.6610,
KOR,A,HIST_STD,FS,C,242893,2018-12-31,DAOU DATA CORP,Seoul,523150,6211,19770709.8160,,124671.9960,403246.7900,278574.7940,
KOR,A,HIST_STD,FS,C,242893,2019-12-31,DAOU DATA CORP,Seoul,523150,6211,25214812.7440,,131523.0770,527901.0110,396377.9340,
KOR,A,HIST_STD,FS,C,242893,2020-12-31,DAOU DATA CORP,Seoul,523150,6211,38997606.3680,,141642.2540,508918.0300,367275.7760,
KOR,A,HIST_STD,FS,C,242893,2021-12-31,DAOU DATA CORP,Seoul,523150,6211,47001465.1130,,169536.0610,585202.8620,415666.8010,
KOR,A,HIST_STD,FS,C,242893,2022-12-31,DAOU DATA CORP,Seoul,523150,6211,49874925.6820,,179052.0960,660637.8490,481585.7530,
KOR,A,HIST_STD,FS,C,242893,2023-12-31,DAOU DATA CORP,Seoul,523150,6211,53939863.2070,,80924.4600,358279.6350,277355.1750,
KOR,A,HIST_STD,INDL,C,242898,2012-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,123031.2550,13237.2650,25729.3690,60378.8180,34649.4490,114538.5390
KOR,A,HIST_STD,INDL,C,242898,2013-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,144714.7970,16482.0450,30439.9510,74644.8400,44204.8890,169640.2400
KOR,A,HIST_STD,INDL,C,242898,2014-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,63793.0080,12080.4340,14124.8530,25718.7180,11593.8650,44959.0140
KOR,A,HIST_STD,INDL,C,242898,2015-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,61788.1310,3571.5000,9305.2810,18342.0020,9036.7210,46808.1060
KOR,A,HIST_STD,INDL,C,242898,2016-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,76993.4470,2642.7110,10703.9630,19836.3680,9132.4050,89121.7830
KOR,A,HIST_STD,INDL,C,242898,2017-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,75291.6200,3797.6530,10539.3100,20964.9280,10425.6180,91827.9620
KOR,A,HIST_STD,INDL,C,242898,2018-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,80916.4760,640.5980,6340.0120,15446.1810,9106.1690,84617.8690
KOR,A,HIST_STD,INDL,C,242898,2019-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,137380.8390,3131.8430,8187.1260,20107.3390,11920.2130,65589.2520
KOR,A,HIST_STD,INDL,C,242898,2020-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,160687.2740,170.7200,8807.1750,17567.3250,8760.1500,59824.2470
KOR,A,HIST_STD,INDL,C,242898,2021-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,151885.2310,1735.5500,11027.5660,22646.5500,11618.9840,69119.4060
KOR,A,HIST_STD,INDL,C,242898,2022-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,129205.0780,6129.5170,11297.2820,23990.2950,12693.0130,51836.2040
KOR,A,HIST_STD,INDL,C,242898,2023-12-31,SEOUL ELECTR & TELECOM,Incheon,3344,3670,110974.1400,1085.8280,12193.2640,20335.3910,8142.1270,34586.6920
KOR,A,HIST_STD,INDL,C,242900,2016-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,17737.6680,960.8430,4561.6610,5917.4770,1355.8160,35281.1880
KOR,A,HIST_STD,INDL,C,242900,2017-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,23880.5430,804.3440,5166.4920,6727.5550,1561.0630,42768.7330
KOR,A,HIST_STD,INDL,C,242900,2018-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,24110.7260,434.4870,5801.2890,7106.1420,1304.8530,49863.9750
KOR,A,HIST_STD,INDL,C,242900,2019-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,32190.9750,1336.1580,5459.5840,7920.4480,2460.8640,52569.9450
KOR,A,HIST_STD,INDL,C,242900,2020-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,35971.9620,1216.6430,5905.8160,8646.9440,2741.1280,50925.6750
KOR,A,HIST_STD,INDL,C,242900,2021-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,38007.5990,356.4840,6293.1380,7582.0720,1288.9340,50369.3440
KOR,A,HIST_STD,INDL,C,242900,2022-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,38819.9530,611.3510,5602.1080,6639.0690,1036.9610,40899.2380
KOR,A,HIST_STD,INDL,C,242900,2023-12-31,SEOUL INFORMATION SERVICE IN,Seoul,519130,7370,34889.3650,322.9080,4950.4880,5653.5670,703.0790,34374.0100
KOR,A,HIST_STD,INDL,C,242901,2012-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,789889.7850,43096.2740,16680.4620,64891.0390,48210.5770,919164.7390
KOR,A,HIST_STD,INDL,C,242901,2013-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,747878.8210,4953.6360,10361.6830,17960.9080,7599.2250,832615.6580
KOR,A,HIST_STD,INDL,C,242901,2014-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,734426.4130,2034.4790,11752.4900,19073.0070,7320.5170,941772.2540
KOR,A,HIST_STD,INDL,C,242901,2015-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,721932.8770,834.6720,12247.7320,18917.8240,6670.0920,1053909.1580
KOR,A,HIST_STD,INDL,C,242901,2016-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,766834.1840,1622.3920,9051.5490,11919.1030,2867.5540,1073708.2950
KOR,A,HIST_STD,INDL,C,242901,2017-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,807007.0340,875.9820,9646.7010,11936.6550,2289.9540,1033271.3600
KOR,A,HIST_STD,INDL,C,242901,2018-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,852102.9320,1478.5410,9531.2240,12137.3100,2606.0860,1138810.7840
KOR,A,HIST_STD,INDL,C,242901,2019-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,976143.4730,730.8080,18823.7090,35860.7990,17037.0900,1242974.1780
KOR,A,HIST_STD,INDL,C,242901,2020-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,1255419.0160,10905.1950,34356.9710,65325.7280,30968.7570,1278313.0800
KOR,A,HIST_STD,INDL,C,242901,2021-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,1520661.7730,42844.1940,56979.7570,133596.2550,76616.4980,1329960.7160
KOR,A,HIST_STD,INDL,C,242901,2022-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,1616043.5040,36320.7540,62249.6990,183150.2910,120900.5920,1437668.9890
KOR,A,HIST_STD,INDL,C,242901,2023-12-31,SEO HEE CONSTR CO LTD,Hanam-si,236,1500,1538840.6940,4204.7230,56374.1170,149089.6690,92715.5520,1441907.7500
KOR,A,HIST_STD,INDL,C,242905,2014-12-31,IREM CO LTD,Gwacheon-si,331210,3317,64057.4720,4207.8120,,,13607.1690,60619.8270
KOR,A,HIST_STD,INDL,C,242905,2015-12-31,IREM CO LTD,Gwacheon-si,331210,3317,58921.6310,5988.4890,,,9944.8520,57840.6880
KOR,A,HIST_STD,INDL,C,242905,2016-12-31,IREM CO LTD,Gwacheon-si,331210,3317,60000.7510,830.9210,,,8908.9230,53942.8910
KOR,A,HIST_STD,INDL,C,242905,2017-12-31,IREM CO LTD,Gwacheon-si,331210,3317,57162.0400,180.9080,,,8120.7790,57272.6470
KOR,A,HIST_STD,INDL,C,242905,2018-12-31,IREM CO LTD,Gwacheon-si,331210,3317,54820.7040,1068.5380,,,8289.2170,54690.4860
KOR,A,HIST_STD,INDL,C,242905,2019-12-31,IREM CO LTD,Gwacheon-si,331210,3317,84205.7950,272.2020,,,9789.7790,58286.1450
KOR,A,HIST_STD,INDL,C,242905,2020-12-31,IREM CO LTD,Gwacheon-si,331210,3317,53379.0790,408.6780,2026.0650,14197.7820,12171.7170,37621.8310
KOR,A,HIST_STD,INDL,C,242905,2021-12-31,IREM CO LTD,Gwacheon-si,331210,3317,36481.9320,142.8720,2094.9790,4371.3580,2276.3790,45603.5100
KOR,A,HIST_STD,INDL,C,242905,2022-12-31,IREM CO LTD,Gwacheon-si,331210,3317,45517.2910,533.0840,1315.7260,2752.5450,1436.8190,66612.5790
KOR,A,HIST_STD,FS,C,242906,2012-12-31,LEADCORP INC (THE),Seoul,522291,6141,466042.9900,,6473.1850,16789.3190,10316.1340,
KOR,A,HIST_STD,FS,C,242906,2013-12-31,LEADCORP INC (THE),Seoul,522291,6141,511249.3330,,7125.4040,16868.0250,9742.6210,
KOR,A,HIST_STD,FS,C,242906,2014-12-31,LEADCORP INC (THE),Seoul,522291,6141,639665.1620,,6463.1310,14188.0060,7724.8750,
KOR,A,HIST_STD,FS,C,242906,2015-12-31,LEADCORP INC (THE),Seoul,522291,6141,779423.6910,,7046.2890,15411.5090,8365.2200,
KOR,A,HIST_STD,FS,C,242906,2016-12-31,LEADCORP INC (THE),Seoul,522291,6141,946103.8640,,8202.1140,15563.0830,7360.9690,
KOR,A,HIST_STD,FS,C,242906,2017-12-31,LEADCORP INC (THE),Seoul,522291,6141,1114804.8460,,9326.9590,15906.8080,6579.8490,
KOR,A,HIST_STD,FS,C,242906,2018-12-31,LEADCORP INC (THE),Seoul,522291,6141,1140659.5260,,9817.3190,15272.3580,5455.0390,
KOR,A,HIST_STD,FS,C,242906,2019-12-31,LEADCORP INC (THE),Seoul,522291,6141,1036734.0770,,4682.3310,11092.2090,6409.8780,
KOR,A,HIST_STD,FS,C,242906,2020-12-31,LEADCORP INC (THE),Seoul,522291,6141,1096716.7740,,5418.8860,11922.3530,6503.4670,
KOR,A,HIST_STD,FS,C,242906,2021-12-31,LEADCORP INC (THE),Seoul,522291,6141,1349008.3720,,6516.4050,39223.7240,32707.3190,
KOR,A,HIST_STD,FS,C,242906,2022-12-31,LEADCORP INC (THE),Seoul,522291,6141,1209091.0920,,4965.2170,11996.8220,7031.6050,
KOR,A,HIST_STD,FS,C,242906,2023-12-31,LEADCORP INC (THE),Seoul,522291,6141,920021.6260,,5312.5540,12131.4610,6818.9070,
KOR,A,HIST_STD,INDL,C,242908,2012-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,594654.4280,58145.0540,,,321652.2820,571228.2390
KOR,A,HIST_STD,INDL,C,242908,2013-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,621098.7490,54720.9980,217876.4740,562007.1890,344130.7150,654432.2370
KOR,A,HIST_STD,INDL,C,242908,2014-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,633547.8640,33445.0250,245122.3620,586132.6490,341010.2870,669575.4380
KOR,A,HIST_STD,INDL,C,242908,2015-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,655669.4370,38717.4140,290860.0750,624977.0750,334117.0000,709287.9070
KOR,A,HIST_STD,INDL,C,242908,2016-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,657591.7550,61784.1280,,,319931.2950,764955.9410
KOR,A,HIST_STD,INDL,C,242908,2017-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,667169.4550,36801.3940,,,305794.4470,785154.5650
KOR,A,HIST_STD,INDL,C,242908,2018-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,760451.7480,50532.6760,,,324818.9950,827231.1620
KOR,A,HIST_STD,INDL,C,242908,2019-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,840710.7980,75457.0780,,,351623.5710,875254.1750
KOR,A,HIST_STD,INDL,C,242908,2020-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,960791.8260,59944.4360,479436.3010,852941.3280,373505.0270,937800.8000
KOR,A,HIST_STD,INDL,C,242908,2021-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,1186189.1440,98848.4680,517740.9680,966137.8670,448396.8990,1161284.0770
KOR,A,HIST_STD,INDL,C,242908,2022-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,1374303.5300,92935.5600,548017.5020,1044331.8410,496314.3390,1457214.8080
KOR,A,HIST_STD,INDL,C,242908,2023-12-31,DONG JIN SEMICHEM,Seoul,325998,2890,1606588.0270,282834.1430,593282.7630,1334910.4920,741627.7290,1309924.4380
KOR,A,HIST_STD,INDL,C,242909,2012-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,279838.7560,8417.3040,52159.6790,175539.5210,123379.8420,352731.3190
KOR,A,HIST_STD,INDL,C,242909,2013-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,268503.2130,18602.7730,68778.2890,199838.3220,131060.0330,272919.6440
KOR,A,HIST_STD,INDL,C,242909,2014-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,257666.1600,9562.9230,79105.5710,202029.4770,122923.9060,326920.4320
KOR,A,HIST_STD,INDL,C,242909,2015-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,255336.1190,10242.9330,88414.6250,195940.9430,107526.3180,311647.5910
KOR,A,HIST_STD,INDL,C,242909,2016-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,265272.2920,21679.7560,94838.7870,208892.4830,114053.6960,389840.5730
KOR,A,HIST_STD,INDL,C,242909,2017-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,269724.1570,26675.7020,99901.4090,219886.5480,119985.1390,478778.3940
KOR,A,HIST_STD,INDL,C,242909,2018-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,270074.5270,15930.2910,109123.0870,223891.6540,114768.5670,514409.9630
KOR,A,HIST_STD,INDL,C,242909,2019-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,441620.5610,27227.5620,192594.8600,417031.1980,224436.3380,557843.2920
KOR,A,HIST_STD,INDL,C,242909,2020-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,455172.6290,51420.5180,184639.5290,431553.1880,246913.6590,764493.3330
KOR,A,HIST_STD,INDL,C,242909,2021-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,496154.5700,37193.8960,218683.7620,466494.4690,247810.7070,617204.0530
KOR,A,HIST_STD,INDL,C,242909,2022-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,482525.9790,25270.9890,247789.4760,494067.8690,246278.3930,700955.6280
KOR,A,HIST_STD,INDL,C,242909,2023-12-31,INZI DISPLAY COMPANY LTD,Ansan,334413,3674,487997.8000,26161.5400,247175.1310,483162.5330,235987.4020,687269.0810
KOR,A,HIST_STD,INDL,C,242911,2012-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2074903.9060,38382.6770,,,984180.0100,1668749.9040
KOR,A,HIST_STD,INDL,C,242911,2013-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2149176.2370,39854.2690,,,986231.1980,1576368.4640
KOR,A,HIST_STD,INDL,C,242911,2014-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2039388.8640,49933.0610,,,933346.4650,1552374.8060
KOR,A,HIST_STD,INDL,C,242911,2015-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2169311.3050,40042.5260,481319.4200,1409635.3070,928315.8870,1612746.9290
KOR,A,HIST_STD,INDL,C,242911,2016-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2210178.4250,48269.9430,463224.3590,1372024.4640,908800.1050,1537700.2750
KOR,A,HIST_STD,INDL,C,242911,2017-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2146174.9380,18521.9740,495921.4340,1376765.2360,880843.8020,1508152.1320
KOR,A,HIST_STD,INDL,C,242911,2018-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2113834.5730,30925.3700,510096.4320,1379379.4260,869282.9940,1401307.4820
KOR,A,HIST_STD,INDL,C,242911,2019-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2236679.0250,34089.4510,515264.7520,1386368.8580,871104.1060,1512114.5650
KOR,A,HIST_STD,INDL,C,242911,2020-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2270485.7400,29476.2500,529514.1710,1305613.4340,776099.2630,1435754.6990
KOR,A,HIST_STD,INDL,C,242911,2021-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2372324.4400,36604.7300,556920.0850,1322237.6010,765317.5160,1404072.0990
KOR,A,HIST_STD,INDL,C,242911,2022-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2558426.9870,42993.0500,609553.1260,1405794.9110,796241.7850,1629520.9250
KOR,A,HIST_STD,INDL,C,242911,2023-12-31,SNT HOLDINGS CO LTD,Seoul,3363,3714,2701797.8340,44097.7720,630400.9090,1429315.4370,798914.5280,1895715.0590
KOR,A,HIST_STD,INDL,C,242912,2012-12-31,INFAC CORP,Seoul,3363,3714,146336.3180,12271.6790,29290.3200,86161.6910,56871.3710,207057.6430
KOR,A,HIST_STD,INDL,C,242912,2013-12-31,INFAC CORP,Seoul,3363,3714,158810.7300,4383.4510,34496.0790,88114.9600,53618.8810,219000.1070
KOR,A,HIST_STD,INDL,C,242912,2014-12-31,INFAC CORP,Seoul,3363,3714,164019.4350,5029.6930,39987.3160,93236.1560,53248.8400,218380.7040
KOR,A,HIST_STD,INDL,C,242912,2015-12-31,INFAC CORP,Seoul,3363,3714,189362.6830,6028.1160,46389.6280,100292.5180,53902.8900,222771.1730
KOR,A,HIST_STD,INDL,C,242912,2016-12-31,INFAC CORP,Seoul,3363,3714,201399.5030,13670.5550,52377.2080,110957.5510,58580.3430,234029.9700
KOR,A,HIST_STD,INDL,C,242912,2017-12-31,INFAC CORP,Seoul,3363,3714,278413.1850,16195.5660,86506.8950,217079.3880,130572.4930,238801.5370
KOR,A,HIST_STD,INDL,C,242912,2018-12-31,INFAC CORP,Seoul,3363,3714,284424.4860,12132.3690,99507.6060,229842.8290,130335.2230,350396.3610
KOR,A,HIST_STD,INDL,C,242912,2019-12-31,INFAC CORP,Seoul,3363,3714,294347.2090,17714.0180,111926.6540,247261.8160,135335.1620,360807.8450
KOR,A,HIST_STD,INDL,C,242912,2020-12-31,INFAC CORP,Seoul,3363,3714,319762.5370,28065.5370,122670.8020,265644.8830,142974.0810,384190.1570
KOR,A,HIST_STD,INDL,C,242912,2021-12-31,INFAC CORP,Seoul,3363,3714,353962.0280,36825.4740,147220.7760,320190.9100,172970.1340,439274.4880
KOR,A,HIST_STD,INDL,C,242912,2022-12-31,INFAC CORP,Seoul,3363,3714,411164.1850,57449.4080,159701.0560,361487.9310,201786.8750,512240.4890
KOR,A,HIST_STD,INDL,C,242912,2023-12-31,INFAC CORP,Seoul,3363,3714,482869.7260,69671.1740,153136.7150,409286.0550,256149.3400,542893.2010
KOR,A,HIST_STD,INDL,C,242913,2012-12-31,CENIT CO LTD,Seoul,3311,3310,74504.4130,982.5430,36003.0460,76259.9010,40256.8550,62689.5300
KOR,A,HIST_STD,INDL,C,242913,2013-12-31,CENIT CO LTD,Seoul,3311,3310,93537.5390,797.3890,36757.5530,86663.1000,49905.5470,67749.0670
KOR,A,HIST_STD,INDL,C,242913,2014-12-31,CENIT CO LTD,Seoul,3311,3310,110653.1280,13309.5460,38073.8080,99877.4760,61803.6680,70554.1010
KOR,A,HIST_STD,INDL,C,242913,2015-12-31,CENIT CO LTD,Seoul,3311,3310,127112.7030,5140.9620,39715.2210,104789.8140,65074.5930,97717.6780
KOR,A,HIST_STD,INDL,C,242913,2016-12-31,CENIT CO LTD,Seoul,3311,3310,151172.0850,10476.5970,41886.7320,117354.3250,75467.5930,115747.1710
KOR,A,HIST_STD,INDL,C,242913,2017-12-31,CENIT CO LTD,Seoul,3311,3310,153682.5750,2394.5800,45009.9270,119482.6860,74472.7590,126227.4170
KOR,A,HIST_STD,INDL,C,242913,2018-12-31,CENIT CO LTD,Seoul,3311,3310,146231.3400,1166.0210,46297.6710,121572.9740,75275.3030,113737.7450
KOR,A,HIST_STD,INDL,C,242913,2019-12-31,CENIT CO LTD,Seoul,3311,3310,157234.0510,1596.3230,48716.8640,114978.6270,66261.7630,109747.0550
KOR,A,HIST_STD,INDL,C,242913,2020-12-31,CENIT CO LTD,Seoul,3311,3310,174745.9560,2638.0350,51739.9420,122869.7120,71129.7700,93920.9460
KOR,A,HIST_STD,INDL,C,242913,2021-12-31,CENIT CO LTD,Seoul,3311,3310,178183.4770,4222.7940,54400.9270,130461.9380,76061.0110,126055.1020
KOR,A,HIST_STD,INDL,C,242913,2022-12-31,CENIT CO LTD,Seoul,3311,3310,197617.9740,12170.9450,57397.8830,141841.8670,84443.9840,160097.4090
KOR,A,HIST_STD,INDL,C,242913,2023-12-31,CENIT CO LTD,Seoul,3311,3310,204177.2580,5197.8060,60955.5610,148423.3860,87467.8250,140357.5570
KOR,A,HIST_STD,INDL,C,242916,2016-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,160770.8410,534.7200,4033.3480,46004.0760,41970.7280,142772.0460
KOR,A,HIST_STD,INDL,C,242916,2017-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,167136.2460,5341.2090,4391.2720,50859.8150,46468.5430,111058.0560
KOR,A,HIST_STD,INDL,C,242916,2018-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,161804.7340,1484.5870,5125.8920,52095.0040,46969.1120,79612.4790
KOR,A,HIST_STD,INDL,C,242916,2019-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,146726.6910,161.1450,5537.4890,47610.0140,42072.5250,87105.7840
KOR,A,HIST_STD,INDL,C,242916,2020-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,126893.3020,5.5000,6017.4560,47339.4400,41321.9840,120849.9370
KOR,A,HIST_STD,INDL,C,242916,2021-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,122865.9440,217.6830,6022.4450,46624.8120,40602.3670,127268.4320
KOR,A,HIST_STD,INDL,C,242916,2022-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,142666.9670,412.6560,6032.2060,46502.1190,40469.9130,116235.2120
KOR,A,HIST_STD,INDL,C,242916,2023-12-31,SAMCHULY BICYCLE CO LTD,Seoul,336991,3751,271350.6800,375.5790,8244.2310,49274.4240,41030.1930,106783.2980
KOR,A,HIST_STD,INDL,C,242918,2012-12-31,J.ESTINA CO LTD,Seoul,334419,3873,96326.6730,4099.8960,11183.4700,32436.3240,21252.8540,122360.0180
KOR,A,HIST_STD,INDL,C,242918,2013-12-31,J.ESTINA CO LTD,Seoul,334419,3873,104128.7530,5060.3420,13738.3240,37308.7740,23570.4500,139336.4590
KOR,A,HIST_STD,INDL,C,242918,2014-12-31,J.ESTINA CO LTD,Seoul,334419,3873,119804.3180,5502.1670,17064.6350,42766.2620,25701.6270,158606.1880
KOR,A,HIST_STD,INDL,C,242918,2015-12-31,J.ESTINA CO LTD,Seoul,334419,3873,130816.0430,4311.9650,20913.6700,47022.8970,26109.2270,155347.0080
KOR,A,HIST_STD,INDL,C,242918,2016-12-31,J.ESTINA CO LTD,Seoul,334419,3873,124877.8570,5649.3320,24901.3970,49902.1570,25000.7600,170252.2090
KOR,A,HIST_STD,INDL,C,242918,2017-12-31,J.ESTINA CO LTD,Seoul,334419,3873,109851.5110,7602.4850,28602.9160,56569.7540,27966.8380,139948.6660
KOR,A,HIST_STD,INDL,C,242918,2018-12-31,J.ESTINA CO LTD,Seoul,334419,3873,115242.2270,9017.4300,31359.0870,64457.3890,33098.3020,127351.3260
KOR,A,HIST_STD,INDL,C,242918,2019-12-31,J.ESTINA CO LTD,Seoul,334419,3873,82018.1910,1482.5840,11052.0110,40554.5410,29502.5300,96140.8240
KOR,A,HIST_STD,INDL,C,242918,2020-12-31,J.ESTINA CO LTD,Seoul,334419,3873,67905.1960,1305.6140,7636.8600,35773.1900,28136.3300,60003.2070
KOR,A,HIST_STD,INDL,C,242918,2021-12-31,J.ESTINA CO LTD,Seoul,334419,3873,64949.4550,680.5020,7684.0660,20979.4940,13295.4280,67332.5980
