fic,costat,datafmt,indfmt,consol,gvkey,datadate,conm,city,naics,sic,at,capx,dpact,ppegt,ppent,sale
KOR,A,HIST_STD,INDL,C,282802,2020-12-31,COSMAX BTI INC,Seongnam-si,325620,2844,881564.7310,12801.1570,100335.8420,388695.3540,288359.5120,525904.3060
KOR,A,HIST_STD,INDL,C,282802,2021-12-31,COSMAX BTI INC,Seongnam-si,325620,2844,954664.6140,9199.7310,124213.5620,401238.4270,277024.8650,575998.2020
KOR,A,HIST_STD,INDL,C,282802,2022-12-31,COSMAX BTI INC,Seongnam-si,325620,2844,936136.6570,13699.8270,137363.6000,373959.6630,236596.0630,617403.7750
KOR,A,HIST_STD,INDL,C,282802,2023-12-31,COSMAX BTI INC,Seongnam-si,325620,2844,878273.2290,27222.0100,154448.7060,394492.1230,240043.4170,628597.0190
KOR,A,HIST_STD,INDL,C,282806,2012-12-31,JINDO CO LTD,Seoul,316990,3100,191274.5120,778.0500,5012.2200,54213.5480,49201.3280,160506.3510
KOR,A,HIST_STD,INDL,C,282806,2013-12-31,JINDO CO LTD,Seoul,316990,3100,183720.5370,639.6410,5873.8780,54414.4590,48540.5810,152597.8840
KOR,A,HIST_STD,INDL,C,282806,2014-12-31,JINDO CO LTD,Seoul,316990,3100,156519.4800,285.8980,6028.5770,50688.1210,44659.5440,120942.2070
KOR,A,HIST_STD,INDL,C,282806,2015-12-31,JINDO CO LTD,Seoul,316990,3100,150834.5800,994.0840,6004.6580,39256.7860,33252.1280,121729.2070
KOR,A,HIST_STD,INDL,C,282806,2016-12-31,JINDO CO LTD,Seoul,316990,3100,149339.6580,303.0370,6149.8360,39145.8200,32995.9840,122963.0370
KOR,A,HIST_STD,INDL,C,282806,2017-12-31,JINDO CO LTD,Seoul,316990,3100,158369.1970,383.6800,6180.3200,38618.4380,32438.1180,128260.4100
KOR,A,HIST_STD,INDL,C,282806,2018-12-31,JINDO CO LTD,Seoul,316990,3100,160710.5020,451.4060,6216.3600,36681.6770,30465.3170,120088.1280
KOR,A,HIST_STD,INDL,C,282806,2019-12-31,JINDO CO LTD,Seoul,316990,3100,145086.1340,81.5720,6438.7470,37864.2420,31425.4950,77872.9690
KOR,A,HIST_STD,INDL,C,282806,2020-12-31,JINDO CO LTD,Seoul,316990,3100,128453.9790,510.8700,6940.1460,52359.6940,45419.5480,54469.3580
KOR,A,HIST_STD,INDL,C,282806,2021-12-31,JINDO CO LTD,Seoul,316990,3100,136444.6450,646.7130,6290.8290,51661.4520,45370.6230,58961.4630
KOR,A,HIST_STD,INDL,C,282806,2022-12-31,JINDO CO LTD,Seoul,316990,3100,129200.7800,431.6530,5225.0340,39321.3440,34096.3100,63417.0160
KOR,A,HIST_STD,INDL,C,282807,2012-09-30,KOREA RATINGS CORP,Seoul,561450,7323,104074.8480,949.5020,5579.3730,9263.3100,3683.9370,67354.8920
KOR,A,HIST_STD,INDL,C,282807,2012-12-31,KOREA RATINGS CORP,Seoul,561450,7323,97901.2220,447.8360,5676.0220,9248.7810,3572.7590,12807.3140
KOR,A,HIST_STD,INDL,C,282807,2013-12-31,KOREA RATINGS CORP,Seoul,561450,7323,105787.9600,581.3830,5588.2630,9263.2850,3675.0220,64396.8020
KOR,A,HIST_STD,INDL,C,282807,2014-12-31,KOREA RATINGS CORP,Seoul,561450,7323,109550.5000,1040.6900,6128.5350,10197.4560,4068.9210,64635.3760
KOR,A,HIST_STD,INDL,C,282807,2015-12-31,KOREA RATINGS CORP,Seoul,561450,7323,116535.3680,1661.0770,4740.8340,9586.2700,4845.4360,66481.4280
KOR,A,HIST_STD,INDL,C,282807,2016-12-31,KOREA RATINGS CORP,Seoul,561450,7323,122711.4600,737.5400,5265.5290,10044.7210,4779.1920,74261.6810
KOR,A,HIST_STD,INDL,C,282807,2017-12-31,KOREA RATINGS CORP,Seoul,561450,7323,127666.7740,456.4630,6092.0800,10216.4750,4124.3950,78518.1230
KOR,A,HIST_STD,INDL,C,282807,2018-12-31,KOREA RATINGS CORP,Seoul,561450,7323,130727.0750,2076.4830,6121.8340,11305.5990,5183.7650,84153.9090
KOR,A,HIST_STD,INDL,C,282807,2019-12-31,KOREA RATINGS CORP,Seoul,561450,7323,160337.1540,2309.1870,7148.7700,12853.7910,5705.0210,92749.5040
KOR,A,HIST_STD,INDL,C,282807,2020-12-31,KOREA RATINGS CORP,Seoul,561450,7323,150610.8750,676.5430,6130.9150,9386.1980,3255.2830,95884.7390
KOR,A,HIST_STD,INDL,C,282807,2021-12-31,KOREA RATINGS CORP,Seoul,561450,7323,161338.0670,64.5590,4788.8700,7418.8510,2629.9810,104519.6720
KOR,A,HIST_STD,INDL,C,282807,2022-12-31,KOREA RATINGS CORP,Seoul,561450,7323,161310.5960,192.8250,4649.1040,6790.6130,2141.5090,101576.0180
KOR,A,HIST_STD,INDL,C,282807,2023-12-31,KOREA RATINGS CORP,Seoul,561450,7323,155098.8360,255.2000,4635.0700,6740.0850,2105.0150,95594.0600
KOR,A,HIST_STD,INDL,C,282811,2012-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,69784.9660,2214.4770,31544.4280,39345.4400,7801.0120,128505.2350
KOR,A,HIST_STD,INDL,C,282811,2013-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,68160.0500,4147.4850,34140.3660,42645.6040,8505.2380,134699.0980
KOR,A,HIST_STD,INDL,C,282811,2014-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,161204.6940,8262.4750,171107.3880,237785.3750,66677.9870,239245.0930
KOR,A,HIST_STD,INDL,C,282811,2015-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,164280.6580,12714.6780,180044.2220,247567.3060,67523.0840,320039.0010
KOR,A,HIST_STD,INDL,C,282811,2016-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,165068.4120,16387.8750,190763.0130,263180.8350,72417.8220,327043.7620
KOR,A,HIST_STD,INDL,C,282811,2017-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,178292.6050,11485.6660,201377.5420,292859.0270,91481.4850,324536.1350
KOR,A,HIST_STD,INDL,C,282811,2018-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,178368.7530,11988.3150,201488.1230,269216.3830,67728.2600,335829.0070
KOR,A,HIST_STD,INDL,C,282811,2019-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,194159.7540,12545.8970,205688.9890,279040.1850,73351.1960,353267.0570
KOR,A,HIST_STD,INDL,C,282811,2020-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,203154.7500,17977.6540,210464.3320,293128.5730,82664.2410,338581.0430
KOR,A,HIST_STD,INDL,C,282811,2021-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,220115.4380,12283.2320,215925.5760,302204.9470,86279.3710,424123.4660
KOR,A,HIST_STD,INDL,C,282811,2022-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,236600.6060,11818.7540,221298.4140,315102.7290,93804.3150,519932.2470
KOR,A,HIST_STD,INDL,C,282811,2023-12-31,PYUNG HWA INDUSTRIAL CO LTD,Daegu,3363,3714,252411.5690,8413.1850,230208.5020,319546.2510,89337.7490,564038.9640
KOR,I,HIST_STD,FS,C,282821,2012-12-31,KOREA PACIFIC NO 1 SHIP INVT,Seoul,525910,6722,28182.0840,,,,,
KOR,I,HIST_STD,FS,C,282823,2012-12-31,KOREA PACIFIC NO 3 SHIP INVT,Seoul,525910,6722,29408.8880,,,,,
KOR,A,HIST_STD,FS,C,282830,2012-03-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,2008674.5900,,11943.0270,35831.5620,23888.5350,
KOR,A,HIST_STD,FS,C,282830,2013-03-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,1808404.2390,,15244.6780,27665.0090,12420.3310,
KOR,A,HIST_STD,FS,C,282830,2013-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,1839681.4150,,13634.6320,23163.0040,9528.3720,
KOR,A,HIST_STD,FS,C,282830,2014-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,1968450.6590,,16269.8800,22932.4910,6662.6110,
KOR,A,HIST_STD,FS,C,282830,2015-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,2653950.1070,,18864.1560,24337.9350,5473.7790,
KOR,A,HIST_STD,FS,C,282830,2016-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,2669256.0910,,19780.9590,23913.7630,4132.8040,
KOR,A,HIST_STD,FS,C,282830,2017-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,3123427.8880,,21574.2290,24444.6320,2870.4030,
KOR,A,HIST_STD,FS,C,282830,2018-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,3175868.4470,,22470.3370,26283.7310,3813.3940,
KOR,A,HIST_STD,FS,C,282830,2019-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,4547989.7370,,23637.2690,28900.7920,5263.5230,
KOR,A,HIST_STD,FS,C,282830,2020-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,7774428.9320,,24471.3870,31762.7840,7291.3970,
KOR,A,HIST_STD,FS,C,282830,2021-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,6931932.5790,,23306.1850,75603.5580,52297.3730,
KOR,A,HIST_STD,FS,C,282830,2022-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,6169919.6690,,27621.8210,72912.1240,45290.3030,
KOR,A,HIST_STD,FS,C,282830,2023-12-31,EBEST INV & SECURITIESLS SEC,Seoul,523150,6211,7787183.9060,,32189.6720,71606.1570,39416.4850,
KOR,A,HIST_STD,INDL,C,282916,2012-12-31,STCUBE,Seoul,423690,5065,13711.3490,177.5090,,,1712.4630,11230.8330
KOR,A,HIST_STD,INDL,C,282916,2013-12-31,STCUBE,Seoul,423690,5065,27553.3280,351.7550,,,542.8550,8852.5060
KOR,A,HIST_STD,INDL,C,282916,2014-12-31,STCUBE,Seoul,423690,5065,31165.8860,42.8890,,,333.3170,5483.5980
KOR,A,HIST_STD,INDL,C,282916,2015-12-31,STCUBE,Seoul,423690,5065,23364.9220,1138.4830,962.2390,2165.0500,1202.8110,5349.0450
KOR,A,HIST_STD,INDL,C,282916,2016-12-31,STCUBE,Seoul,423690,5065,40774.7880,1623.2560,1478.7730,3802.0620,2323.2890,15263.7220
KOR,A,HIST_STD,INDL,C,282916,2017-12-31,STCUBE,Seoul,423690,5065,26457.3890,725.5400,2159.8390,4114.1240,1954.2850,8460.7280
KOR,A,HIST_STD,INDL,C,282916,2018-12-31,STCUBE,Seoul,423690,5065,58615.4830,439.1480,3154.5460,4699.1260,1544.5800,11073.4340
KOR,A,HIST_STD,INDL,C,282916,2019-12-31,STCUBE,Seoul,423690,5065,52377.9280,1135.4600,4365.5270,7461.7460,3096.2190,17388.6310
KOR,A,HIST_STD,INDL,C,282916,2020-12-31,STCUBE,Seoul,423690,5065,50453.1180,208.4520,5357.0010,7694.5250,2337.5240,10121.8060
KOR,A,HIST_STD,INDL,C,282916,2021-12-31,STCUBE,Seoul,423690,5065,25860.8690,52.1530,6913.4050,8627.4240,1714.0190,7926.0180
KOR,A,HIST_STD,INDL,C,282916,2022-12-31,STCUBE,Seoul,423690,5065,61069.4390,200.2670,8351.8380,10441.3960,2089.5580,6302.3370
KOR,A,HIST_STD,INDL,C,282916,2023-12-31,STCUBE,Seoul,423690,5065,45957.2020,282.0920,9221.9550,11537.4980,2315.5430,5827.0910
KOR,A,HIST_STD,INDL,C,282990,2012-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,239260.2200,781.6990,56426.0340,191495.2120,135069.1780,254795.7750
KOR,A,HIST_STD,INDL,C,282990,2013-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,201918.3230,224.4230,60165.8610,186659.3310,126493.4700,175658.5870
KOR,A,HIST_STD,INDL,C,282990,2014-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,181808.2270,1651.6650,63581.8100,187165.2680,123583.4580,163659.0530
KOR,A,HIST_STD,INDL,C,282990,2015-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,194667.6630,421.4840,53864.8950,170182.6310,116317.7360,178690.8250
KOR,A,HIST_STD,INDL,C,282990,2016-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,146417.6040,296.5300,57358.5690,152427.3930,95068.8240,182955.3690
KOR,A,HIST_STD,INDL,C,282990,2017-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,128050.8250,171.9150,57763.6660,151515.9770,93752.3110,100983.0820
KOR,A,HIST_STD,INDL,C,282990,2018-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,132954.8670,307.6050,58466.5670,151389.7890,92923.2220,77475.0800
KOR,A,HIST_STD,INDL,C,282990,2019-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,156435.1870,1299.0500,49478.7910,160750.2960,111271.5050,130107.2470
KOR,A,HIST_STD,INDL,C,282990,2020-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,176620.4450,911.5060,55630.6750,181543.9130,125913.2380,167739.6220
KOR,A,HIST_STD,INDL,C,282990,2021-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,186684.7290,375.0640,56861.7500,193198.1980,136336.4480,115922.9440
KOR,A,HIST_STD,INDL,C,282990,2022-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,186851.1380,388.3440,57818.4790,192969.5750,135151.0960,131568.0180
KOR,A,HIST_STD,INDL,C,282990,2023-12-31,ORIENTAL PRECISION & ENGIN,Busan,336611,3730,197804.4620,1868.1080,58969.1780,194477.1100,135507.9320,157532.7170
KOR,A,HIST_STD,INDL,C,284267,2015-12-31,SCD CO LTD,Yongin-si,3344,3670,110854.9050,3429.6120,8947.9680,31378.4430,22430.4750,122555.7870
KOR,A,HIST_STD,INDL,C,284267,2016-12-31,SCD CO LTD,Yongin-si,3344,3670,118406.9480,2211.1660,18194.7520,50673.2130,32478.4610,134535.5500
KOR,A,HIST_STD,INDL,C,284267,2017-12-31,SCD CO LTD,Yongin-si,3344,3670,120553.5130,3600.6080,19777.4920,51255.2240,31477.7320,146294.2750
KOR,A,HIST_STD,INDL,C,284267,2018-12-31,SCD CO LTD,Yongin-si,3344,3670,129128.8660,3021.8220,20865.9230,50820.5030,29954.5800,159268.8180
KOR,A,HIST_STD,INDL,C,284267,2019-12-31,SCD CO LTD,Yongin-si,3344,3670,139154.0020,3169.8230,21503.8190,49998.9180,28495.0990,174946.3890
KOR,A,HIST_STD,INDL,C,284267,2020-12-31,SCD CO LTD,Yongin-si,3344,3670,156034.2610,1254.3250,22903.5880,49811.3890,26907.8010,190841.8300
KOR,A,HIST_STD,INDL,C,284267,2021-12-31,SCD CO LTD,Yongin-si,3344,3670,164063.3290,3779.0240,33029.4410,61214.6640,28185.2230,202170.3860
KOR,A,HIST_STD,INDL,C,284267,2022-12-31,SCD CO LTD,Yongin-si,3344,3670,166960.1380,2698.8420,34635.6070,62198.3620,27562.7550,218908.7140
KOR,A,HIST_STD,INDL,C,284267,2023-12-31,SCD CO LTD,Yongin-si,3344,3670,166689.3690,3357.4850,35604.9600,64355.8960,28750.9360,193993.1900
KOR,A,HIST_STD,INDL,C,284293,2012-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,52701.1640,2829.6120,6131.3590,7251.2850,1119.9260,9124.9190
KOR,A,HIST_STD,INDL,C,284293,2013-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,48204.7200,30.7590,5194.7490,5995.1730,800.4240,3275.7840
KOR,A,HIST_STD,INDL,C,284293,2014-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,38630.4980,5.3360,5423.8550,6071.0950,647.2400,3541.0540
KOR,A,HIST_STD,INDL,C,284293,2015-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,55027.0430,,5656.5860,6151.7360,495.1500,10996.7310
KOR,A,HIST_STD,INDL,C,284293,2016-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,49025.7310,7.2270,5288.9170,5638.0580,349.1410,16365.9600
KOR,A,HIST_STD,INDL,C,284293,2017-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,49371.2490,254.4530,5452.3140,5914.1370,461.8230,16835.4200
KOR,A,HIST_STD,INDL,C,284293,2018-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,56858.9580,280.7670,5638.7050,6257.5680,618.8630,18449.7360
KOR,A,HIST_STD,INDL,C,284293,2019-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,57773.7760,100.0000,5796.6750,6412.2080,615.5330,18980.3960
KOR,A,HIST_STD,INDL,C,284293,2020-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,60128.5230,361.9230,5865.3300,6786.9700,921.6400,17650.7670
KOR,A,HIST_STD,INDL,C,284293,2021-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,65242.5170,644.2880,5991.0770,7476.0150,1484.9380,22848.9600
KOR,A,HIST_STD,INDL,C,284293,2022-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,55582.1840,490.1960,6132.6480,7992.2130,1859.5650,27336.9280
KOR,A,HIST_STD,INDL,C,284293,2023-12-31,AMINOLOGICS CO LTD,Seoul,3251,2860,57668.0690,155.7960,6318.2900,8160.6790,1842.3890,20886.6230
KOR,A,HIST_STD,INDL,C,284369,2017-12-31,NEORIGIN CO LTD,Seoul,513210,7372,17683.6200,509.9450,2612.1560,3275.8070,663.6510,9263.3800
KOR,A,HIST_STD,INDL,C,284369,2021-12-31,NEORIGIN CO LTD,Seoul,513210,7372,52473.6170,191.2880,3554.9260,4080.4720,525.5460,20645.1000
KOR,A,HIST_STD,INDL,C,284369,2022-12-31,NEORIGIN CO LTD,Seoul,513210,7372,48227.5880,195.6550,3828.8530,4269.0710,440.2180,36692.2440
KOR,A,HIST_STD,INDL,C,284369,2023-12-31,NEORIGIN CO LTD,Seoul,513210,7372,46223.1730,126.0650,133.5080,248.3860,114.8780,25511.8370
KOR,A,HIST_STD,INDL,C,284411,2012-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,159630.1550,17030.3160,,,53469.7950,221974.6150
KOR,A,HIST_STD,INDL,C,284411,2013-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,523495.7430,63277.3780,,,263885.8980,700667.4940
KOR,A,HIST_STD,INDL,C,284411,2014-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,560580.4290,37017.1660,214701.0280,500959.9030,286258.8750,749612.2310
KOR,A,HIST_STD,INDL,C,284411,2015-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,621547.2000,79165.4390,249235.4630,586339.4400,337103.9770,819772.6940
KOR,A,HIST_STD,INDL,C,284411,2016-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,666430.7220,71682.5490,276356.2270,642151.5500,365795.3230,853920.2700
KOR,A,HIST_STD,INDL,C,284411,2017-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,700120.6740,51630.0550,318057.4410,685432.9820,367375.5410,938693.1260
KOR,A,HIST_STD,INDL,C,284411,2018-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,716113.6260,43795.0830,356550.3350,717035.9140,360485.5790,945874.2270
KOR,A,HIST_STD,INDL,C,284411,2019-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,735588.2750,47306.9510,399098.0860,766542.3480,367444.2620,939458.0080
KOR,A,HIST_STD,INDL,C,284411,2020-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,792851.1530,42720.1730,434312.4810,773909.4130,339596.9320,941568.2030
KOR,A,HIST_STD,INDL,C,284411,2021-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,789701.4190,57355.4020,449416.6600,791205.0410,341788.3810,1029815.0410
KOR,A,HIST_STD,INDL,C,284411,2022-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,864519.6690,95630.7440,474076.4560,863501.2550,389424.7990,1199852.9850
KOR,A,HIST_STD,INDL,C,284411,2023-12-31,SAMBO MOTOS CO LTD,Daegu,334220,3663,1037465.8520,135174.8700,506808.1970,977231.9840,470423.7870,1440557.2650
KOR,A,HIST_STD,INDL,C,284424,2012-12-31,SGC E&C CO LTD,Seoul,541330,8711,476917.7250,558.6990,2234.1610,4500.7790,2266.6180,785541.8650
KOR,A,HIST_STD,INDL,C,284424,2013-12-31,SGC E&C CO LTD,Seoul,541330,8711,1027960.1710,132360.2440,83101.1120,623702.5540,540601.4420,667502.4670
KOR,A,HIST_STD,INDL,C,284424,2014-12-31,SGC E&C CO LTD,Seoul,541330,8711,1315550.5220,277417.3620,101568.8490,943437.8700,841869.0210,877234.2270
KOR,A,HIST_STD,INDL,C,284424,2015-12-31,SGC E&C CO LTD,Seoul,541330,8711,1495405.5690,276933.7400,129568.2450,1199005.9460,1069437.7010,1100688.3010
KOR,A,HIST_STD,INDL,C,284424,2016-12-31,SGC E&C CO LTD,Seoul,541330,8711,1642373.3020,66004.6320,178489.5830,1301629.8280,1123140.2450,1191570.0730
KOR,A,HIST_STD,INDL,C,284424,2017-12-31,SGC E&C CO LTD,Seoul,541330,8711,1781197.6190,83800.8530,244233.0410,1369071.7460,1124838.7050,1465750.8420
KOR,A,HIST_STD,INDL,C,284424,2018-12-31,SGC E&C CO LTD,Seoul,541330,8711,1912963.6470,54670.4130,312341.8520,1469245.5360,1156903.6840,1487904.7680
KOR,A,HIST_STD,INDL,C,284424,2019-12-31,SGC E&C CO LTD,Seoul,541330,8711,2034408.0150,74583.8950,381956.1530,1535400.8750,1153444.7220,1698474.7660
KOR,A,HIST_STD,INDL,C,284424,2020-12-31,SGC E&C CO LTD,Seoul,541330,8711,663630.0360,71320.1990,3555.9050,6901.0800,3345.1750,1135750.9870
KOR,A,HIST_STD,INDL,C,284424,2021-12-31,SGC E&C CO LTD,Seoul,541330,8711,591722.0270,935.1780,3726.4490,7424.2750,3697.8260,1307921.6630
KOR,A,HIST_STD,INDL,C,284424,2022-12-31,SGC E&C CO LTD,Seoul,541330,8711,973525.6480,1169.3480,4171.0880,8561.8230,4390.7350,1523333.4680
KOR,A,HIST_STD,INDL,C,284424,2023-12-31,SGC E&C CO LTD,Seoul,541330,8711,859979.0580,550.7170,3392.0320,7335.8480,3943.8160,1863679.5920
KOR,A,HIST_STD,INDL,C,284515,2023-12-31,VERY GOOD TOUR CO LTD,Seoul,423910,5090,143382.8830,477.8930,2567.2230,5141.4780,2574.2550,68664.9520
KOR,A,HIST_STD,INDL,C,284519,2012-12-31,EM TECH CO LTD,Changwon-si,334419,3679,121429.0900,15933.4130,11435.6250,38291.2230,26855.5980,299650.6770
KOR,A,HIST_STD,INDL,C,284519,2013-12-31,EM TECH CO LTD,Changwon-si,334419,3679,126267.5770,17202.6290,18301.6440,54373.6400,36071.9960,267507.5210
KOR,A,HIST_STD,INDL,C,284519,2014-12-31,EM TECH CO LTD,Changwon-si,334419,3679,174921.7520,15234.5380,25373.4040,76930.1360,51556.7320,183609.7390
KOR,A,HIST_STD,INDL,C,284519,2015-12-31,EM TECH CO LTD,Changwon-si,334419,3679,179847.1750,14181.9950,33794.5060,88580.3290,54785.8230,206565.4300
KOR,A,HIST_STD,INDL,C,284519,2016-12-31,EM TECH CO LTD,Changwon-si,334419,3679,193429.7520,24940.6740,43043.4080,112572.8920,69529.4840,228351.8990
KOR,A,HIST_STD,INDL,C,284519,2017-12-31,EM TECH CO LTD,Changwon-si,334419,3679,202562.4350,20825.4020,50857.2020,117925.6060,67068.4040,194381.3440
KOR,A,HIST_STD,INDL,C,284519,2018-12-31,EM TECH CO LTD,Changwon-si,334419,3679,288617.9060,28068.0290,60407.4420,142372.9130,81965.4710,286047.4600
KOR,A,HIST_STD,INDL,C,284519,2019-12-31,EM TECH CO LTD,Changwon-si,334419,3679,239272.7920,16353.8350,76960.0870,159783.5920,82823.5050,268162.5620
KOR,A,HIST_STD,INDL,C,284519,2020-12-31,EM TECH CO LTD,Changwon-si,334419,3679,283213.3510,28845.8350,81666.7460,173154.7130,91487.9670,282933.9990
KOR,A,HIST_STD,INDL,C,284519,2021-12-31,EM TECH CO LTD,Changwon-si,334419,3679,365924.8920,28425.5690,104247.5330,213307.6140,109060.0810,400226.8890
KOR,A,HIST_STD,INDL,C,284519,2022-12-31,EM TECH CO LTD,Changwon-si,334419,3679,413988.8020,83567.1550,121627.2790,292312.7920,170685.5130,415827.2320
KOR,A,HIST_STD,INDL,C,284519,2023-12-31,EM TECH CO LTD,Changwon-si,334419,3679,409573.4700,14009.7030,132822.4940,289518.4650,156695.9710,263450.7940
KOR,A,HIST_STD,INDL,C,284613,2012-12-31,WONIK QNC CORP,Gumi-si,334419,3679,154935.3110,14251.2500,23335.8680,88757.6080,65421.7400,120069.6210
KOR,A,HIST_STD,INDL,C,284613,2013-12-31,WONIK QNC CORP,Gumi-si,334419,3679,165476.6300,7513.5960,27278.6640,94159.7930,66881.1290,122670.5360
KOR,A,HIST_STD,INDL,C,284613,2014-12-31,WONIK QNC CORP,Gumi-si,334419,3679,162739.4260,7369.0840,30785.1820,98001.1370,67215.9550,120772.2200
KOR,A,HIST_STD,INDL,C,284613,2015-12-31,WONIK QNC CORP,Gumi-si,334419,3679,172637.0740,3276.0370,36373.2970,101259.1820,64885.8850,140194.1060
KOR,A,HIST_STD,INDL,C,284613,2016-12-31,WONIK QNC CORP,Gumi-si,334419,3679,222763.3460,8467.7970,42348.5000,109794.9910,67446.4910,138956.3930
KOR,A,HIST_STD,INDL,C,284613,2017-12-31,WONIK QNC CORP,Gumi-si,334419,3679,256883.9620,38207.3350,47390.0210,146103.9580,98713.9370,197261.1960
KOR,A,HIST_STD,INDL,C,284613,2018-12-31,WONIK QNC CORP,Gumi-si,334419,3679,359501.2830,58514.3460,74260.6980,250427.3290,176166.6310,266463.9800
KOR,A,HIST_STD,INDL,C,284613,2019-12-31,WONIK QNC CORP,Gumi-si,334419,3679,640996.5110,49694.1070,76300.2100,288087.1890,211786.9790,263059.9230
KOR,A,HIST_STD,INDL,C,284613,2020-12-31,WONIK QNC CORP,Gumi-si,334419,3679,743087.3380,36516.9430,116300.4940,510608.3220,394307.8280,525640.4090
KOR,A,HIST_STD,INDL,C,284613,2021-12-31,WONIK QNC CORP,Gumi-si,334419,3679,823605.4910,57030.0630,163391.6740,582831.3460,419439.6720,624119.0080
KOR,A,HIST_STD,INDL,C,284613,2022-12-31,WONIK QNC CORP,Gumi-si,334419,3679,1274287.5970,89900.7040,209783.0190,693480.4530,483697.4340,783178.8060
KOR,A,HIST_STD,INDL,C,284613,2023-12-31,WONIK QNC CORP,Gumi-si,334419,3679,1376503.0540,180572.2890,258073.1680,883253.0980,625179.9300,805948.1430
KOR,A,HIST_STD,INDL,C,284676,2014-12-31,FRTEK CO LTD,Uiwang-si,334220,3663,51905.5670,3184.4690,4418.0770,22369.0530,17950.9760,32285.3090
KOR,A,HIST_STD,INDL,C,284676,2015-12-31,FRTEK CO LTD,Uiwang-si,334220,3663,62194.0430,8483.4320,4958.1260,32731.8230,27773.6970,42808.8880
KOR,A,HIST_STD,INDL,C,284676,2016-12-31,FRTEK CO LTD,Uiwang-si,334220,3663,52861.9170,5053.9540,5412.6120,28221.7100,22809.0980,21932.6790
KOR,A,HIST_STD,INDL,C,284676,2017-12-31,FRTEK CO LTD,Uiwang-si,334220,3663,60837.3670,9339.2070,5493.3990,32623.2970,27129.8980,23215.1360
