city,year,ln_GRDP,ln_fintech_lag1,ln_fintech_lag2,ln_patent_lead1,INT,GOV,OPE,PC1,PC2,fintech,fintech_sq,year_trend,fintech_national,ln_CAP,IS
강원도,2014,10.15331198,2.197224577,1.945910149,2.708050201,0.675482797,0.233162572,-0.047399908,-1.018175951,1.693134784,2.197224577,4.827795842,0,2.90173979,15.46682218,0.670411584
강원도,2015,10.20159014,1.945910149,2.197224577,3.17805383,0.69729614,0.241278729,-0.091304348,-0.985984085,1.6098638,1.945910149,3.786566308,1,2.92291053,15.5350593,0.661785778
강원도,2016,10.25160599,2.708050201,1.945910149,3.465735903,0.704054987,0.238654275,-0.117490696,-0.928067091,1.522770694,2.708050201,7.333535891,2,3.270522391,15.80061837,0.662202565
강원도,2017,10.30644953,3.17805383,2.708050201,3.091042453,0.789360669,0.231450054,0.074096386,-0.825051855,1.443039394,3.17805383,10.10002615,3,3.727401213,15.99192724,0.660308391
강원도,2018,10.3370865,3.465735903,3.17805383,3.80666249,0.801248693,0.239766385,0.176107684,-0.750071015,1.426766935,3.465735903,12.01132535,4,3.682020481,16.03693813,0.67800674
강원도,2019,10.37947325,3.091042453,3.465735903,3.555348061,0.809959944,0.252534776,-0.004291845,-0.705079312,1.384095522,3.091042453,9.554543446,5,3.843291051,16.10962543,0.680668503
강원도,2020,10.37430335,3.80666249,3.091042453,3.258096538,0.772350741,0.279951715,-0.031130268,-0.713474219,1.240164371,3.80666249,14.49067931,6,4.015692195,16.06353146,0.67157879
강원도,2021,10.42462978,3.555348061,3.80666249,3.135494216,0.785409634,0.282939245,0.349480969,-0.624010852,1.155403447,3.555348061,12.64049983,7,4.157306352,16.1232657,0.683661693
강원도,2022,10.44656737,3.258096538,3.555348061,4.644390899,0.80155687,0.295036645,0.006959707,-0.556066135,1.069440777,3.258096538,10.61519305,8,3.946254575,16.20827817,0.690902997
강원도,2023,10.61422904,3.135494216,3.258096538,3.931825633,0.881201528,0.292642765,-0.014914514,-0.516318318,1.022516322,3.135494216,9.831323979,9,3.531455313,16.16513566,0.68601653
경기도,2014,10.26248979,5.96100534,5.866468057,6.184148891,0.791817716,0.083840245,0.094465958,-0.033741258,-1.562826164,5.96100534,35.53358466,0,2.90173979,20.01040524,0.504213915
경기도,2015,10.33358023,5.945420609,5.96100534,6.320768294,0.803504673,0.08406565,-0.051352102,-0.019068589,-1.671353234,5.945420609,35.34802622,1,2.92291053,20.0721249,0.494998507
경기도,2016,10.38393644,6.184148891,5.945420609,6.261491684,0.823408796,0.083450495,-0.073809344,0.011620829,-1.762902545,6.184148891,38.24369751,2,3.270522391,20.15848992,0.489884078
경기도,2017,10.47183652,6.320768294,6.184148891,6.429719478,0.848702839,0.083630854,0.265447391,0.022902441,-1.880128247,6.320768294,39.95211183,3,3.727401213,20.28899206,0.472787824
경기도,2018,10.51382361,6.261491684,6.320768294,6.395261598,0.857502244,0.090499275,0.1547503,0.085275617,-1.96037687,6.261491684,39.20627811,4,3.682020481,20.41598258,0.473329047
경기도,2019,10.49305042,6.429719478,6.261491684,6.56526497,0.861213841,0.099825471,-0.185938132,0.157395752,-1.969503849,6.429719478,41.34129257,5,3.843291051,20.49432906,0.493367474
경기도,2020,10.50564272,6.395261598,6.429719478,6.32256524,0.880630177,0.10648716,-0.013103543,0.264991862,-1.985331653,6.395261598,40.89937091,6,4.015692195,20.58055514,0.49326245
경기도,2021,10.56820954,6.56526497,6.395261598,6.054439346,0.899405724,0.104721472,0.196905095,0.339932091,-2.109899271,6.56526497,43.10270413,7,4.157306352,20.78800988,0.494108106
경기도,2022,10.59585943,6.32256524,6.56526497,7.290974778,0.894698989,0.116448951,-0.002996401,0.414259809,-2.168916531,6.32256524,39.97483121,8,3.946254575,20.88378058,0.505036995
경기도,2023,10.67058198,6.054439346,6.32256524,6.658011046,0.899373597,0.11912389,-0.055865637,0.503474895,-1.945884291,6.054439346,36.65623579,9,3.531455313,20.92550786,0.524707194
경상남도,2014,10.32728362,1.609437912,2.302585093,2.48490665,0.770120492,0.140382336,-0.013825951,-0.282543853,-1.090950647,1.609437912,2.590290393,0,2.90173979,18.56851949,0.42961547
경상남도,2015,10.37370991,2.397895273,1.609437912,3.218875825,0.796920701,0.140806897,-0.080599116,-0.212888167,-1.128962421,2.397895273,5.74990174,1,2.92291053,18.61516643,0.433566554
경상남도,2016,10.39690249,2.48490665,2.397895273,3.091042453,0.843152261,0.140060518,-0.037133135,-0.142036383,-1.175630096,2.48490665,6.174761059,2,3.270522391,18.59702357,0.435613911
경상남도,2017,10.39784837,3.218875825,2.48490665,3.17805383,0.860646961,0.146327987,0.313645801,-0.082057557,-1.194398653,3.218875825,10.36116158,3,3.727401213,18.57893516,0.44759071
